0.02  -0.601848862121
0.04  -0.580802415942
0.06  -0.55591965057
0.08  -0.526060690185
0.1  -0.489398522352
0.12  -0.444692644712
0.14  -0.388794741346
0.16  -0.319224560127
0.18  -0.230696177237
0.2  -0.115514451904
0.22  0.0366773974744
0.24  0.240424113256
0.26  0.51964612218
0.28  0.90872472977
0.3  1.44261708295
0.32  2.16271801036
0.34  3.14963270013
0.36  4.5496278855
0.38  6.563220125
0.4  9.42382124786
0.42  13.295985863
0.44  18.1717599091
0.46  23.7807493557
0.48  29.2760302661
0.5  32.0011314689
0.52  29.2505001205
0.54  23.7498218003
0.56  18.1435869612
0.58  13.2731508989
0.6  9.40714082255
0.62  6.5520318455
0.64  4.54259653553
0.66  3.14541155615
0.68  2.15995804711
0.7000000000000001  1.44060512214
0.72  0.907024602859
0.74  0.51832332672
0.76  0.239349709099
0.78  0.0358766448788
0.8  -0.116225859763
0.8200000000000001  -0.231173553
0.84  -0.319623138199
0.86  -0.389087604536
0.88  -0.444824460122
0.9  -0.4895158669
0.92  -0.525982684385
0.9400000000000001  -0.555807507239
0.96  -0.5806497323
0.98  -0.601758836182
1.0  -0.618886505711
